Area,Perimeter,Major_Axis,Minor_Axis,Eccentricity,Eqdiasq,Solidity,Convex_Area,Extent,Aspect_Ratio,Roundness,Compactness,Shapefactor_1,Shapefactor_2,Shapefactor_3,Shapefactor_4,Mean_RR,Mean_RG,Mean_RB,StdDev_RR,StdDev_RG,StdDev_RB,Skew_RR,Skew_RG,Skew_RB,Kurtosis_RR,Kurtosis_RG,Kurtosis_RB,Class
95548,2225.053,481.343,266.6153,0.8326,348.7915,0.9202,103838,0.7395,1.8054,0.2425,0.7246,0.005,0.0028,0.5251,0.948,227.4335,209.3771,196.9571,25.0606,27.5177,21.4998,-0.8127,-0.9419,-0.6677,2.6226,2.8589,2.7258,0
97655,1329.3571,473.6825,264.9027,0.829,352.6162,0.9721,100459,0.7749,1.7881,0.6944,0.7444,0.0049,0.0027,0.5542,0.9909,216.9821,208.6147,182.4349,19.8402,21.3462,25.7472,-1.0594,-0.9086,-0.1507,3.6032,3.1458,2.9948,0
97806,1301.2679,478.9996,263.3344,0.8353,352.8887,0.9726,100560,0.7663,1.819,0.7258,0.7367,0.0049,0.0027,0.5428,0.9873,225.8718,214.8731,199.7775,24.8107,25.4923,24.8218,-1.0021,-0.9652,-0.6671,3.1573,2.9772,3.0244,0
99690,1210.12,454.6655,280.5211,0.787,356.2713,0.989,100797,0.7117,1.6208,0.8555,0.7836,0.0046,0.0028,0.614,0.9952,226.076,212.7824,199.5568,20.3165,20.3152,24.3145,-0.9407,-0.9333,-0.5861,3.5236,3.3811,2.6468,0
107831,1380.111,436.3386,320.24,0.6792,370.533,0.9619,112106,0.7476,1.3625,0.7114,0.8492,0.004,0.003,0.7211,0.9825,207.5171,195.3796,185.721,17.9537,20.1639,25.2383,-0.5254,-0.4074,0.6065,2.8228,3.0098,3.7879,0
79562,1198.744,409.6232,253.7053,0.7851,318.2789,0.9695,82063,0.7404,1.6146,0.6958,0.777,0.0051,0.0032,0.6037,0.9748,217.8895,202.9922,181.0313,20.303,21.4176,20.8299,-0.9088,-0.8189,-0.5268,3.0747,2.8608,2.5918,0
92053,2746.7729,457.8702,295.9154,0.7631,342.3529,0.8668,106195,0.6856,1.5473,0.1533,0.7477,0.005,0.0032,0.5591,0.865,205.8317,195.1222,182.4193,20.0301,21.6587,17.2652,-0.6356,-0.7026,-0.5779,2.6022,2.7088,3.6492,0
124008,2581.25,535.6422,307.1895,0.8192,397.3561,0.9361,132478,0.6855,1.7437,0.2339,0.7418,0.0043,0.0025,0.5503,0.9596,212.8463,201.8983,194.9927,19.3973,19.8581,19.9412,-0.963,-1.0016,-0.4994,3.2403,3.3782,3.9243,0
88086,2140.543,434.0049,280.0678,0.7639,334.8949,0.9114,96648,0.6344,1.5496,0.2416,0.7716,0.0049,0.0032,0.5954,0.9227,209.7112,202.1361,193.5097,21.1515,25.8794,21.0405,-0.6345,-0.6059,-0.6283,2.5524,2.4059,2.7426,0
81625,1184.317,425.0785,248.45,0.8114,322.3789,0.9689,84248,0.7731,1.7109,0.7313,0.7584,0.0052,0.003,0.5752,0.9841,213.7282,199.8536,190.0229,20.2763,22.4402,25.1763,-0.974,-0.8378,-0.1972,3.1384,2.7274,3.078,0
70736,1125.762,353.8412,256.9032,0.6877,300.1064,0.9714,72818,0.725,1.3773,0.7014,0.8481,0.005,0.0036,0.7193,0.9908,220.0436,207.1427,183.7446,18.8036,19.0133,20.3343,-0.8466,-0.726,-0.643,3.6807,3.4281,3.0016,0
82086,1965.697,426.4612,289.211,0.7349,323.288,0.8634,95078,0.693,1.4746,0.267,0.7581,0.0052,0.0035,0.5747,0.8474,217.3382,203.9519,179.2978,18.712,20.5601,21.5997,-0.7379,-0.719,-0.4133,3.0317,3.1106,2.6686,0
101538,2028.552,450.0862,300.9217,0.7436,359.5583,0.9308,109091,0.708,1.4957,0.3101,0.7989,0.0044,0.003,0.6382,0.9545,215.079,201.0544,189.1111,20.7685,23.2738,25.6411,-0.318,-0.3286,-0.5147,2.4557,2.3406,3.0896,0
73040,2473.311,465.684,302.6644,0.76,304.9548,0.6975,104720,0.5385,1.5386,0.15,0.6549,0.0064,0.0041,0.4288,0.6598,210.6182,194.106,167.2969,20.3598,22.7324,21.4184,-0.3841,-0.4119,-0.3869,2.3635,2.3322,2.2669,0
109620,1279.4301,470.0632,297.6283,0.774,373.5941,0.9911,110603,0.7697,1.5794,0.8415,0.7948,0.0043,0.0027,0.6317,0.9976,230.8797,226.1431,207.8457,21.261,21.8038,19.2212,-1.2431,-0.9876,-0.7695,4.47,3.9212,3.3201,0
77579,1171.609,409.9445,244.976,0.8018,314.2875,0.9626,80590,0.763,1.6734,0.7102,0.7667,0.0053,0.0032,0.5878,0.9836,217.4775,194.6006,183.2401,23.2464,23.9106,22.7461,-0.5374,-0.576,-0.6585,2.0164,2.0066,2.9914,0
62299,2065.304,404.3921,221.6103,0.8365,281.6408,0.8585,72570,0.6691,1.8248,0.1835,0.6965,0.0065,0.0036,0.485,0.8851,230.2688,217.8395,198.4754,24.5055,25.8452,25.0935,-1.0961,-0.9405,-0.9734,3.3086,2.9816,3.2243,0
92363,1283.306,448.3569,263.7464,0.8087,342.9289,0.978,94442,0.7357,1.7,0.7048,0.7649,0.0049,0.0029,0.585,0.9945,234.8465,227.4048,204.8792,23.9599,26.9105,32.7218,-1.3907,-1.1425,-0.858,4.0724,3.438,2.7441,0
83344,1579.481,458.4065,239.1979,0.8531,325.7559,0.9447,88226,0.7224,1.9164,0.4198,0.7106,0.0055,0.0029,0.505,0.9678,228.8132,214.5698,191.6372,21.981,22.1149,23.0911,-0.9144,-0.8955,-0.7928,3.0476,3.0381,3.0333,0
90317,2515.9939,489.0473,255.8651,0.8522,339.1094,0.8991,100448,0.7071,1.9113,0.1793,0.6934,0.0054,0.0028,0.4808,0.919,218.4465,204.5265,179.8717,21.2838,21.5447,20.8121,-0.5164,-0.4228,-0.3427,2.6059,2.5677,2.3857,0
84846,1140.067,449.3629,241.3961,0.8435,328.6781,0.9898,85723,0.7474,1.8615,0.8203,0.7314,0.0053,0.0028,0.535,0.9959,222.4177,210.4587,190.0601,18.966,19.158,20.1278,-1.2037,-1.0686,-0.9135,4.056,3.6585,3.332,0
67869,1748.365,403.0282,242.8356,0.7981,293.9617,0.8821,76939,0.6773,1.6597,0.279,0.7294,0.0059,0.0036,0.532,0.8829,212.6547,203.1299,173.9722,20.0561,22.512,25.9095,-0.5532,-0.2957,-0.1108,2.5619,2.332,1.8374,0
104952,1309.203,470.0492,295.9375,0.7769,365.5531,0.9348,112267,0.7297,1.5883,0.7695,0.7777,0.0045,0.0028,0.6048,0.9606,226.9642,224.9831,210.6907,19.5857,23.3758,24.6418,-1.1376,-1.0231,-0.9553,4.1631,3.5007,3.6535,0
86022,1314.343,466.0594,246.8569,0.8482,330.9481,0.93,92493,0.6602,1.888,0.6258,0.7101,0.0054,0.0029,0.5042,0.952,227.8897,216.024,194.0669,23.0085,24.3962,25.2612,-1.0876,-0.9361,-0.7807,3.2654,2.9218,2.8807,0
98828,1384.476,484.4311,261.0739,0.8424,354.7277,0.9847,100362,0.7856,1.8555,0.6479,0.7323,0.0049,0.0026,0.5362,0.9949,216.4914,203.4825,177.9695,17.7124,18.3559,20.4084,-0.9064,-0.773,-0.0072,3.3986,3.289,3.8841,0
72466,1142.896,411.3409,227.908,0.8325,303.7542,0.9596,75520,0.7244,1.8049,0.6972,0.7384,0.0057,0.0031,0.5453,0.9842,225.963,213.4368,195.6872,19.8827,20.047,21.2376,-1.1247,-0.9912,-0.3004,3.9594,3.7176,3.4504,0
75732,1959.224,426.8614,271.8388,0.771,310.5237,0.8196,92401,0.6432,1.5703,0.2479,0.7275,0.0056,0.0036,0.5292,0.831,228.5423,217.7378,201.7727,23.526,26.2401,23.7414,-0.9265,-0.831,-0.5249,3.1429,2.8971,2.5049,0
92765,2088.561,462.1984,302.1831,0.7567,343.6743,0.8718,106412,0.6751,1.5295,0.2672,0.7436,0.005,0.0033,0.5529,0.8457,224.2691,217.901,193.6796,19.9862,21.638,19.4376,-0.8596,-0.526,-0.1336,3.5219,2.8864,2.6354,0
104138,1752.265,447.6554,316.7318,0.7067,364.1327,0.9179,113448,0.6514,1.4134,0.4262,0.8134,0.0043,0.003,0.6617,0.9352,224.4715,210.7958,194.9748,23.1075,27.0381,19.7011,-0.8086,-0.8528,-0.9762,2.7149,2.5934,3.6424,0
92173,1324.228,493.4748,257.175,0.8535,342.576,0.924,99749,0.7063,1.9188,0.6605,0.6942,0.0054,0.0028,0.4819,0.9247,228.4406,226.9452,218.4807,22.4632,24.7164,27.4231,-0.9125,-0.8372,-0.5521,3.3312,3.1115,2.6477,0
91766,1402.017,458.1723,259.6049,0.824,341.8188,0.9581,95776,0.7486,1.7649,0.5867,0.746,0.005,0.0028,0.5566,0.9823,212.7226,200.0177,183.738,18.736,19.5826,21.3864,-1.0979,-0.9115,0.6096,3.6048,3.3007,5.2032,0
83503,1990.199,449.6774,252.0933,0.8281,326.0664,0.9172,91040,0.7033,1.7838,0.2649,0.7251,0.0054,0.003,0.5258,0.9379,224.0631,207.0807,174.6508,20.6263,20.7961,22.7611,-0.7973,-0.6653,-0.5367,3.056,2.717,3.1033,0
94442,1688.476,444.9857,272.5977,0.7904,346.7669,0.976,96765,0.7442,1.6324,0.4163,0.7793,0.0047,0.0029,0.6073,0.9913,225.7238,221.7799,202.832,17.8954,20.1713,19.5644,-0.9698,-0.8437,-0.6023,3.8831,3.4738,3.4298,0
72581,1884.7,430.123,229.6598,0.8455,303.9951,0.9351,77622,0.7234,1.8729,0.2568,0.7068,0.0059,0.0032,0.4995,0.9355,224.9141,212.7559,191.3536,24.0435,27.053,29.7587,-0.5101,-0.2938,-0.4178,2.2685,1.9363,2.0786,0
83504,1148.184,435.527,244.6119,0.8274,326.0684,0.9878,84535,0.7328,1.7805,0.796,0.7487,0.0052,0.0029,0.5605,0.998,229.8532,211.0217,185.4112,20.3762,19.4736,18.2757,-0.9666,-0.952,-0.5974,3.2346,3.2275,3.2495,0
74588,2208.238,465.0613,260.1631,0.8289,308.1694,0.7857,94927,0.6119,1.7876,0.1922,0.6626,0.0062,0.0035,0.4391,0.7849,223.6212,214.9355,194.5715,19.2327,22.2179,23.283,-0.8972,-0.6678,-0.4636,3.2018,2.6672,2.5327,0
84124,1540.0909,424.5667,262.0786,0.7867,327.2766,0.9365,89831,0.7376,1.62,0.4457,0.7708,0.005,0.0031,0.5942,0.9626,221.4758,210.9504,202.5765,22.1782,24.8481,26.3093,-0.8293,-0.7283,-0.5153,2.8524,2.6675,2.5207,0
84710,1382.0341,463.5832,233.7686,0.8635,328.4146,0.9774,86669,0.7348,1.9831,0.5573,0.7084,0.0055,0.0028,0.5019,0.9952,226.2657,221.5831,208.708,19.2719,22.0784,20.8427,-1.2271,-0.9149,-0.8559,4.0621,3.1466,3.1806,0
112405,1324.533,522.2956,276.4228,0.8485,378.3101,0.9838,114251,0.7585,1.8895,0.8051,0.7243,0.0046,0.0025,0.5246,0.9913,225.4712,208.078,182.6433,18.7246,18.665,17.6031,-1.3265,-1.141,-0.6369,4.7008,3.9807,3.3677,0
83043,2538.2429,431.0484,269.7324,0.78,325.1671,0.8798,94393,0.6348,1.5981,0.162,0.7544,0.0052,0.0032,0.5691,0.9094,219.479,205.3691,190.335,22.6835,25.1948,22.9497,-0.5069,-0.5146,-0.7089,2.3477,2.3513,3.5388,0
85854,1297,405.9485,273.5265,0.7389,330.6247,0.9571,89706,0.7301,1.4841,0.6413,0.8144,0.0047,0.0032,0.6633,0.9845,204.0152,190.219,177.2584,15.6408,18.0926,27.9179,-0.4896,-0.0591,0.7855,3.2016,3.167,3.2675,0
93151,1172.6121,457.2625,261.0984,0.8209,344.3886,0.9941,93707,0.7048,1.7513,0.8513,0.7532,0.0049,0.0028,0.5672,0.9934,226.4157,215.4383,195.1045,21.5502,22.9573,24.521,-0.8703,-0.8225,-0.7479,2.6938,2.6541,2.8086,0
89860,1214.767,457.44,250.5591,0.8366,338.2504,0.9898,90787,0.7713,1.8257,0.7652,0.7394,0.0051,0.0028,0.5468,0.9982,224.7275,210.6511,190.6717,22.3664,23.1511,23.8523,-0.9842,-0.8746,-0.6135,3.1073,2.7967,2.5016,0
94177,1656.006,467.089,260.4421,0.8301,346.2801,0.9668,97415,0.7526,1.7934,0.4315,0.7414,0.005,0.0028,0.5496,0.9857,226.8815,214.9574,191.9632,21.3659,22.4226,22.6766,-1.1953,-1.1172,-0.8352,3.5068,3.3531,3.5717,0
95744,1344.74,486.1907,273.9415,0.8262,349.149,0.8889,107705,0.728,1.7748,0.6653,0.7181,0.0051,0.0029,0.5157,0.9153,217.2255,203.4533,183.6724,21.7916,25.7564,23.4475,-0.7043,-0.6322,-0.42,2.4659,2.3822,2.2293,0
101208,1277.932,489.2357,266.3607,0.8388,358.9736,0.9845,102805,0.7223,1.8367,0.7788,0.7337,0.0048,0.0026,0.5384,0.9889,231.775,226.7161,199.2147,23.2303,24.7029,26.2876,-1.3507,-1.1658,-0.9917,4.2295,3.6043,3.1817,0
91533,1915.9561,451.7373,267.9266,0.8051,341.3846,0.9395,97432,0.7333,1.686,0.3133,0.7557,0.0049,0.0029,0.5711,0.9629,221.4611,208.9285,196.477,25.3616,26.7713,21.2822,-0.5585,-0.5588,-0.6219,2.2502,2.2632,2.608,0
90125,1821.601,464.186,255.759,0.8345,338.7487,0.9505,94816,0.708,1.8149,0.3413,0.7298,0.0052,0.0028,0.5326,0.9666,228.1865,210.5421,183.8556,23.6857,25.6727,27.1692,-0.6933,-0.5416,-0.2967,2.7018,2.32,1.8648,0
96253,1281.894,474.9414,275.0134,0.8153,350.0759,0.9325,103224,0.6724,1.727,0.7361,0.7371,0.0049,0.0029,0.5433,0.9383,222.2099,203.2306,186.8313,23.5654,26.1931,25.3574,-0.4594,-0.4181,-0.3975,2.3117,2.2484,2.7288,0
88421,2138.689,454.0674,285.3913,0.7778,335.5311,0.8616,102622,0.6509,1.591,0.2429,0.7389,0.0051,0.0032,0.546,0.8688,217.8749,202.0639,185.9185,21.2087,22.0054,18.4202,-0.654,-0.7321,-0.6335,2.6267,2.7446,2.7312,0
79291,1166.0179,463.1125,218.9712,0.8812,317.7364,0.9823,80721,0.766,2.1149,0.7329,0.6861,0.0058,0.0028,0.4707,0.9955,213.3674,199.6518,185.6343,15.1675,15.5263,16.7858,-1.2231,-0.8171,-0.2451,5.1146,4.0487,3.671,0
80792,1166.574,449.6163,230.3301,0.8588,320.7297,0.9811,82352,0.7544,1.9521,0.746,0.7133,0.0056,0.0029,0.5089,0.9933,213.8264,205.1163,202.9799,16.8942,17.6686,21.1753,-1.3262,-1.1707,-0.4988,5.0768,4.5644,3.807,0
100658,1199.985,448.7871,286.8687,0.769,357.9969,0.993,101364,0.7231,1.5644,0.8784,0.7977,0.0045,0.0028,0.6363,0.9955,223.386,206.0073,183.4585,18.7538,18.1278,18.6139,-0.6041,-0.5926,-0.0819,3.0681,3.0866,2.647,0
76331,1127.647,386.0785,265.0077,0.7272,311.7493,0.9502,80330,0.7188,1.4569,0.7543,0.8075,0.0051,0.0035,0.652,0.9499,227.6007,210.6301,182.6774,22.2263,23.0354,22.5407,-0.9421,-0.9236,-0.7844,3.1594,3.007,2.9474,0
77610,2529.5061,468.3093,275.3095,0.8089,314.3503,0.7914,98064,0.6101,1.701,0.1524,0.6712,0.006,0.0035,0.4506,0.7664,222.4943,212.0374,195.0546,22.504,23.6684,19.1321,-0.8167,-0.9216,-1.0063,2.8608,3.1027,3.4526,0
94645,2238.136,437.3349,298.0869,0.7317,347.1394,0.9072,104323,0.6587,1.4671,0.2374,0.7938,0.0046,0.0031,0.6301,0.9244,210.3934,197.1531,175.703,19.5896,21.2223,17.0192,-0.3805,-0.4977,-0.3283,2.7648,2.7488,2.9375,0
78502,1142.004,430.097,238.9188,0.8315,316.1516,0.9534,82343,0.7486,1.8002,0.7564,0.7351,0.0055,0.003,0.5403,0.9727,226.1953,211.4322,188.7041,19.2886,20.0153,16.1415,-1.1927,-1.3414,-1.0709,4.1901,4.5471,4.3706,0
100334,1993.053,447.9268,298.6092,0.7454,357.4202,0.9359,107202,0.7714,1.5,0.3174,0.7979,0.0045,0.003,0.6367,0.9551,212.8294,198.8837,181.492,21.0815,20.849,20.4852,-0.4712,-0.5697,-0.496,2.3522,2.5558,3.6715,0
84808,1248.8621,483.3014,235.8735,0.8728,328.6045,0.9318,91015,0.6554,2.049,0.6833,0.6799,0.0057,0.0028,0.4623,0.9472,226.9557,216.1705,197.8836,24.5929,27.2088,24.1025,-0.8437,-0.6485,-0.5002,2.8478,2.5967,2.5924,0
84968,1354.766,474.9597,236.1567,0.8676,328.9143,0.9371,90671,0.727,2.0112,0.5818,0.6925,0.0056,0.0028,0.4796,0.9645,224.3206,213.4309,194.9764,26.5784,28.9712,31.9745,-0.7932,-0.7167,-0.8233,2.4087,2.2643,2.7628,0
88906,1175.347,440.6005,258.5942,0.8096,336.45,0.9854,90221,0.7665,1.7038,0.8087,0.7636,0.005,0.0029,0.5831,0.9935,218.0362,206.786,192.7985,16.9527,18.1367,21.8391,-1.1016,-0.8035,-0.029,4.1032,3.7287,3.6999,0
81027,1084.517,417.0494,248.2852,0.8035,321.1959,0.9927,81623,0.7683,1.6797,0.8657,0.7702,0.0051,0.0031,0.5932,0.9963,219.9497,209.7563,189.7149,22.8416,22.1863,21.4092,-0.9521,-0.8369,-0.6897,2.7354,2.5845,2.6303,0
82744,2236.5449,456.3524,244.885,0.8438,324.5812,0.92,89937,0.7185,1.8635,0.2079,0.7113,0.0055,0.003,0.5059,0.9427,229.8346,216.2218,200.5086,25.0789,26.8127,26.232,-0.9767,-0.8791,-0.773,2.8715,2.712,3.0126,0
86534,1176.656,439.8831,258.3506,0.8094,331.9315,0.9545,90662,0.745,1.7027,0.7854,0.7546,0.0051,0.003,0.5694,0.9695,231.3157,215.2224,198.3911,23.1366,26.2147,26.1109,-1.0714,-1.0526,-0.8545,3.2737,3.152,2.6281,0
96825,1296.358,491.1752,270.524,0.8347,351.1145,0.9026,107270,0.7302,1.8156,0.724,0.7148,0.0051,0.0028,0.511,0.9278,227.833,220.5095,201.6863,24.1314,28.1294,25.7004,-0.947,-0.8281,-0.5936,3.0387,2.8038,2.4966,0
85841,1186.51,466.222,239.9589,0.8574,330.5997,0.9704,88463,0.7551,1.9429,0.7662,0.7091,0.0054,0.0028,0.5028,0.977,213.2091,213.6526,206.5998,21.3888,23.4678,24.2364,-0.914,-0.8522,-0.5226,3.0186,2.8281,2.5762,0
103155,1304.504,498.4672,270.8754,0.8395,362.41,0.954,108134,0.7631,1.8402,0.7617,0.727,0.0048,0.0026,0.5286,0.9727,229.2596,224.7958,208.3859,23.5957,25.7307,23.2652,-0.9023,-0.7695,-0.4939,3.0926,2.8409,2.7458,0
100409,1219.521,467.7817,275.7984,0.8077,357.5538,0.992,101215,0.7639,1.6961,0.8484,0.7644,0.0047,0.0027,0.5842,0.9909,222.3617,218.2834,198.5534,21.4507,22.332,21.2842,-0.2378,-0.2586,-0.165,2.323,2.4125,2.8487,0
82939,1166.26,436.4992,244.8998,0.8278,324.9634,0.9861,84111,0.7453,1.7824,0.7663,0.7445,0.0053,0.003,0.5542,0.9879,231.6424,221.3478,204.3799,19.001,20.2542,21.3306,-1.5277,-1.2577,-0.5725,5.3363,4.5119,3.9617,0
78879,2580.9409,452.5663,254.4487,0.827,316.9099,0.8887,88762,0.6982,1.7786,0.1488,0.7003,0.0057,0.0032,0.4904,0.8721,210.1293,199.1079,176.4043,19.3204,21.3047,17.683,-0.5054,-0.5939,-0.314,2.7276,2.8766,2.8613,0
92902,1569.4189,454.7281,264.4788,0.8135,343.928,0.9657,96199,0.7548,1.7193,0.474,0.7563,0.0049,0.0028,0.572,0.9835,234.1952,228.9677,213.0887,21.8686,23.6452,23.8524,-1.4474,-1.3072,-0.9068,4.7697,4.229,3.2619,0
85436,1072.366,388.1068,281.5912,0.6882,329.8189,0.9932,86021,0.7491,1.3783,0.9336,0.8498,0.0045,0.0033,0.7222,0.9954,219.6561,214.3828,204.6203,23.0309,24.1764,23.2502,-0.3819,-0.2363,-0.1015,2.1887,2.0862,2.0098,0
97016,1251.105,454.2195,278.7213,0.7896,351.4607,0.9538,101717,0.7578,1.6297,0.7789,0.7738,0.0047,0.0029,0.5987,0.9757,230.5653,228.0094,216.3245,24.6884,28.357,28.0047,-1.0072,-0.9518,-0.6799,3.0041,2.8561,2.4176,0
86209,1154.542,429.7482,255.8428,0.8035,331.3076,0.9904,87043,0.7687,1.6797,0.8127,0.7709,0.005,0.003,0.5943,0.9983,225.6152,218.8551,202.8508,19.8406,19.9869,16.0489,-1.0055,-0.8137,-0.4067,3.6884,3.111,2.8899,0
84839,2476.2419,464.7022,251.1368,0.8414,328.6645,0.9127,92958,0.7131,1.8504,0.1739,0.7073,0.0055,0.003,0.5002,0.9256,221.8705,208.0599,187.9173,24.5884,26.2968,20.5075,-0.644,-0.5861,-0.3186,2.3268,2.3211,2.3813,0
80039,2340.4561,436.4743,272.2351,0.7817,319.2316,0.8573,93362,0.6467,1.6033,0.1836,0.7314,0.0055,0.0034,0.5349,0.8576,226.487,219.8449,198.7483,24.4671,26.7303,21.802,-0.9674,-0.8372,-0.4153,3.0915,3.0001,2.5566,0
98475,1315.5601,483.5079,268.0578,0.8322,354.0936,0.9504,103618,0.759,1.8037,0.715,0.7323,0.0049,0.0027,0.5363,0.9674,229.8183,221.6675,209.6095,23.5051,27.3275,22.3575,-1.0491,-1.0563,-0.6642,3.2953,3.4002,2.6592,0
84944,1162.719,420.212,261.0954,0.7835,328.8679,0.9639,88125,0.7583,1.6094,0.7896,0.7826,0.0049,0.0031,0.6125,0.9858,223.0258,215.9702,209.2251,22.2731,25.0886,23.5686,-0.8736,-0.7657,-0.6129,3.2868,2.9226,2.6169,0
82442,2455.748,452.9133,274.1462,0.796,323.9883,0.86,95865,0.6383,1.6521,0.1718,0.7153,0.0055,0.0033,0.5117,0.8454,218.2419,205.7929,186.2561,19.7795,18.841,15.7228,-0.933,-0.9331,-0.2419,3.3328,3.6203,3.1111,0
102311,2161.666,485.4601,279.3563,0.8178,360.9244,0.941,108725,0.7232,1.7378,0.2751,0.7435,0.0047,0.0027,0.5527,0.9606,232.2594,221.3751,212.924,22.561,27.1639,23.9396,-1.0616,-0.9499,-0.9458,3.4018,3.01,3.2179,0
81632,1301.9969,445.4909,235.2594,0.8492,322.3928,0.9739,83820,0.7546,1.8936,0.6051,0.7237,0.0055,0.0029,0.5237,0.9917,228.5761,227.8215,203.7465,24.6069,28.5761,32.1201,-0.9505,-0.8817,-0.6761,2.8746,2.5092,2.2425,0
88111,2569.4829,420.8587,289.3067,0.7263,334.9424,0.9184,95937,0.7422,1.4547,0.1677,0.7959,0.0048,0.0033,0.6334,0.9214,227.9318,218.7497,206.6456,24.3957,27.1732,23.8605,-0.8759,-0.7598,-0.3841,2.9475,2.9187,2.4094,0
90270,1370.538,428.9636,269.8232,0.7774,339.0211,0.9722,92847,0.74,1.5898,0.6039,0.7903,0.0048,0.003,0.6246,0.993,218.1126,204.9685,188.3437,24.1201,24.1158,24.4946,-0.7733,-0.5524,-0.251,2.5706,2.3457,2.3167,0
99297,1365.795,475.0481,269.5776,0.8234,355.5684,0.9854,100769,0.7223,1.7622,0.6689,0.7485,0.0048,0.0027,0.5602,0.9872,228.3159,215.2595,192.105,17.7389,17.1005,17.1165,-1.0627,-0.7796,-0.1242,5.1209,5.071,3.6176,0
90627,1157.038,448.3503,258.7116,0.8167,339.6909,0.9861,91901,0.7904,1.733,0.8507,0.7576,0.0049,0.0029,0.574,0.9948,213.0778,201.5751,187.5534,20.0585,20.0896,18.5497,-0.736,-0.5898,-0.4355,2.4143,2.331,2.6656,0
85250,1989.498,448.3463,271.5034,0.7958,329.4597,0.8892,95870,0.709,1.6513,0.2707,0.7348,0.0053,0.0032,0.54,0.8917,217.2128,216.5193,196.0753,21.1087,22.994,29.0275,-1.0395,-0.9284,-0.8796,3.5031,3.1707,3.072,0
91103,1270.084,480.812,242.1371,0.8639,340.5818,0.9825,92724,0.7605,1.9857,0.7097,0.7083,0.0053,0.0027,0.5018,0.9963,212.9473,202.655,183.4816,19.4041,20.2359,21.6161,-0.7276,-0.4217,0.097,3.0975,2.8002,2.9313,0
94511,2069.553,463.567,275.8159,0.8037,346.8936,0.9229,102404,0.7212,1.6807,0.2773,0.7483,0.0049,0.0029,0.56,0.9412,229.6383,222.5645,200.5955,25.9498,28.1201,24.6318,-1.1573,-1.0479,-0.9255,3.1673,2.8963,2.8702,0
83005,1122.7841,414.8105,255.9364,0.787,325.0927,0.9874,84064,0.726,1.6208,0.8274,0.7837,0.005,0.0031,0.6142,0.9955,222.956,215.3937,213.8671,23.7483,24.6902,24.263,-1.1428,-1.0472,-0.8865,3.4781,3.1909,3.02,0
84775,2203.3621,460.1037,280.1624,0.7932,328.5405,0.8533,99355,0.6691,1.6423,0.2194,0.7141,0.0054,0.0033,0.5099,0.8374,219.2528,207.2843,194.6811,22.7473,25.0642,25.1484,-0.7102,-0.5843,-0.386,2.7853,2.48,2.1277,0
72602,2734.137,462.5924,236.962,0.8588,304.039,0.8461,85808,0.608,1.9522,0.122,0.6573,0.0064,0.0033,0.432,0.8433,217.4963,209.4236,192.9239,22.1977,24.3164,19.4534,-0.969,-0.7739,-0.5383,3.0005,2.7259,2.4511,0
82463,2182.4021,444.5504,282.1806,0.7727,324.0295,0.8725,94513,0.6909,1.5754,0.2176,0.7289,0.0054,0.0034,0.5313,0.837,214.856,204.5349,182.2323,21.8543,22.3779,20.4214,-0.6043,-0.6415,-0.6063,2.5612,2.6954,2.3619,0
74756,1106.542,373.2378,256.2109,0.7272,308.5163,0.9772,76502,0.7633,1.4568,0.7672,0.8266,0.005,0.0034,0.6833,0.9953,216.914,200.4995,176.6194,20.1011,19.5255,18.108,-1.0518,-1.0385,-0.667,3.0762,3.0766,2.9934,0
92622,1246.8101,440.5182,274.9561,0.7813,343.4094,0.9469,97815,0.7474,1.6021,0.7487,0.7796,0.0048,0.003,0.6077,0.9736,214.2755,201.9517,187.6998,22.2758,24.276,21.2102,-0.5595,-0.5248,-0.6329,2.3393,2.2999,2.8516,0
80701,1240.082,417.4089,250.9569,0.7991,320.5491,0.9586,84184,0.7698,1.6633,0.6595,0.7679,0.0052,0.0031,0.5897,0.9809,211.5395,199.1107,180.5971,16.6443,17.4279,20.3543,-1.1381,-1.1054,-0.3114,3.7889,3.655,3.5996,0
76093,1138.8781,424.5136,244.2908,0.8178,311.2629,0.9335,81516,0.6189,1.7377,0.7372,0.7332,0.0056,0.0032,0.5376,0.9342,218.8182,208.8581,201.9166,24.1784,24.8029,24.6717,-0.5533,-0.5077,-0.2385,2.4098,2.5484,2.2107,0
85339,1373.15,441.409,247.7803,0.8276,329.6316,0.9743,87589,0.7246,1.7815,0.5688,0.7468,0.0052,0.0029,0.5577,0.9935,197.5657,183.9117,164.4206,15.897,15.7996,15.3088,-0.376,-0.2035,0.288,2.3035,2.1663,2.3608,0
70508,1172.8311,415.4944,217.7195,0.8517,299.6224,0.9759,72251,0.7533,1.9084,0.6441,0.7211,0.0059,0.0031,0.52,0.9924,204.4098,189.9535,177.5471,14.2959,16.1697,17.3264,-0.8327,-0.6292,0.2552,3.8086,3.474,4.2282,0
66318,1910.406,415.2187,240.6568,0.8149,290.5834,0.8513,77900,0.6505,1.7254,0.2283,0.6998,0.0063,0.0036,0.4898,0.845,203.474,190.0208,172.8797,18.0488,18.5928,14.5252,-0.5942,-0.5821,-0.3961,2.393,2.3367,2.5645,0
